id,map,category,type,name,worldX,worldY,worldZ,mapX,mapY,levelMin,levelMax,palId,subtype,biome,sourceId,sourceIndex
"palpagos-npc-54--102387-176430","palpagos","npcs","npc","Messenger of Love","-102387.5","176430.2","","40","47","36","36","","","","U:U_Emote_location_D_02","53"
"palpagos-npc-55--118636-138002","palpagos","npcs","npc","Arrogant Pal Critic","-118635.7","138001.8","","-44","11","38","38","","","","U:U_Reward_PalDisplay_G_01","54"
"palpagos-npc-56--48296-288135","palpagos","npcs","npc","Vertigo-Stricken Breeder","-48296","288135","","284","165","46","46","","","","U:U_Male_Breeder01_v03","55"
"palpagos-npc-57--116538-447654","palpagos","npcs","npc","Arena Merchant","-116537.9","447653.5","","631","16","46","46","","","","U:ArenaShop","56"
"palpagos-npc-58--318449-126861","palpagos","npcs","npc","Bounty Intel Dealer","-318448.6","126861.1","","-68","-424","16","16","","","","U:BountyNavigator_B","57"
"palpagos-npc-59--293789-151231","palpagos","npcs","npc","Bounty Intel Dealer","-293788.6","151231","","-15","-370","15","15","","","","U:BountyNavigator_C","58"
"palpagos-npc-60--340952-107575","palpagos","npcs","npc","Rookie Pal Breeder","-340952","107575","","-110","-473","26","26","","","","U:U_Male_Breeder01_v01","59"
"palpagos-npc-61--318564-126651","palpagos","npcs","npc","Arrogant Pal Critic","-318564.2","126650.8","","-68","-424","21","21","","","","U:U_Reward_PalDisplay_B_01","60"
"palpagos-npc-62--282946-356649","palpagos","npcs","npc","Cautious PIDF Officer","-282946.4","356649.3","","433","-347","13","13","","","","U:Police_WarningOilrig","61"
"palpagos-npc-63--331671-335454","palpagos","npcs","npc","Laid-Back Angler","-331671","335454","","387","-453","12","12","","","","U:U_Male_Angler01_v01","62"
"palpagos-npc-64--552402--315406","palpagos","npcs","npc","Feybreak Researcher","-552401.9","-315405.6","","-1031","-934","64","64","","","","U:U_Female_TenrakuPeople01","63"
"palpagos-npc-65--550559--311613","palpagos","npcs","npc","Feybreak Researcher","-550559","-311612.7","","-1023","-930","64","64","","","","U:U_Male_TenrakuPeople01","64"
"palpagos-npc-66--450274-108616","palpagos","npcs","npc","Mercenary With a Wounded Knee","-450274.3","108616.1","","-108","-711","8","8","","","","U:PvPVillage003","65"
"palpagos-npc-67--747110--322958","palpagos","npcs","npc","Friendly Pal Tamer","-747110","-322958.2","","-1048","-1358","61","61","","","","U:Presenter001","66"
"palpagos-npc-68--697181--322452","palpagos","npcs","npc","Passionate Pal Breeder","-697180.8","-322452.2","","-1047","-1249","66","66","","","","U:U_Male_Breeder01_v04","67"
"palpagos-npc-69--650683--315756","palpagos","npcs","npc","Messenger of Love","-650683.1","-315756.5","","-1032","-1148","62","62","","","","U:U_Emote_location_I_02","68"
"palpagos-npc-70--714722--339278","palpagos","npcs","npc","Wise Geologist","-714722","-339277.9","","-1083","-1287","61","61","","","","U:U_Yamishima_guide1","69"
"palpagos-npc-71--778990--329917","palpagos","npcs","npc","Cheerful Ore Researcher","-778990.2","-329916.9","","-1063","-1427","64","64","","","","U:U_Yamishima_guide3","70"
"palpagos-npc-72-89040-94146","palpagos","npcs","npc","One-Way Wanderer","89040","94145.7","","-139","464","51","51","","","","U:U_Female_Nomad01_v01","71"
"palpagos-npc-73-36777-318632","palpagos","npcs","npc","Reticent Desert Inhabitant","36777.4","318631.9","","350","350","44","44","","","","U:DesertVillage004","72"
"palpagos-npc-74-41331-316908","palpagos","npcs","npc","Bounty Intel Dealer","41331.3","316908.4","","346","360","44","44","","","","U:BountyNavigator_E","73"
"palpagos-npc-75-41937-316554","palpagos","npcs","npc","PIDF Bounty Officer","41936.8","316554.3","","345","361","45","45","","","","U:BountyTrader","74"
"palpagos-npc-76-44606-315539","palpagos","npcs","npc","Arrogant Gourmet","44605.5","315538.9","","343","367","47","47","","","","U:U_Reward_Food","75"
"palpagos-npc-77-32166-323071","palpagos","npcs","npc","Arrogant Pal Critic","32165.5","323071.1","","360","340","51","51","","","","U:U_Reward_PalDisplay_E_01","76"
"palpagos-npc-78-41954-315105","palpagos","npcs","npc","Chilly Desert Inhabitant","41954.4","315105.4","","342","361","42","42","","","","U:DesertVillage001","77"
"palpagos-npc-79-38166-316565","palpagos","npcs","npc","Timid Desert Inhabitant","38166.2","316564.6","","345","353","47","47","","","","U:DesertVillage003","78"
"palpagos-npc-80-40630-315087","palpagos","npcs","npc","Kind Desert Inhabitant","40630","315086.6","","342","358","44","44","","","","U:DesertVillage002","79"
"palpagos-npc-81-40288-317236","palpagos","npcs","npc","PIDF Grunt","40287.5","317236.3","","347","358","49","49","","","","U:DesertPolice001","80"
"palpagos-npc-82-40291-316782","palpagos","npcs","npc","PIDF Goody Two-Shoes","40290.6","316781.7","","346","358","53","53","","","","U:DesertPolice002","81"
"palpagos-npc-83-32072-322846","palpagos","npcs","npc","PIDF Bonfire-Lover","32071.7","322845.9","","359","340","53","53","","","","U:DesertPolice003","82"
"palpagos-npc-84--342636-191916","palpagos","npcs","npc","Bounty Intel Dealer","-342636.1","191915.7","","74","-477","10","10","","","","U:BountyNavigator_A","83"
"palpagos-npc-85--342916-192128","palpagos","npcs","npc","PIDF Bounty Officer","-342915.8","192127.8","","74","-477","13","13","","","","U:BountyTrader","84"
"palpagos-npc-86--219763-226081","palpagos","npcs","npc","Bounty Intel Dealer","-219763.1","226081.3","","148","-209","35","35","","","","U:BountyNavigator_D","85"
"palpagos-npc-87--181097-369182","palpagos","npcs","npc","Black Marketeer","-181096.9","369181.9","","460","-125","45","45","","","","U:DarkTrader","86"
"palpagos-npc-88--271883-219725","palpagos","npcs","npc","Cautious PIDF Officer","-271883","219725.4","","134","-322","16","16","","","","U:Police_WarningOilrig","87"
"palpagos-npc-89--309056-176861","palpagos","npcs","npc","Black Marketeer","-309056","176861","","41","-403","43","43","","","","U:DarkTrader","88"
"palpagos-npc-90--346423-197007","palpagos","npcs","npc","Desperate Farmer","-346423","197007","","85","-485","11","11","","","","U:U_Female_Farmer01_v01","89"
"palpagos-npc-91--337585-230200","palpagos","npcs","npc","Worrywart Farmer","-337585","230200","","157","-466","6","6","","","","U:U_Female_Farmer01_v03","90"
"palpagos-npc-92--291046-203720","palpagos","npcs","npc","Pal-Loving Farmer","-291046","203720","","100","-364","18","18","","","","U:U_Female_Farmer01_v04","91"
"palpagos-npc-93--272780-185586","palpagos","npcs","npc","Legend-Loving Researcher","-272780.2","185585.7","","60","-324","21","21","","","","U:U_Male_Scholar01_v01","92"
"palpagos-npc-94--187287-55582","palpagos","npcs","npc","Bamboo Grove Inhabitant","-187287","55581.5","","-223","-138","26","26","","","","U:U_Male_DTairikuPeople01_v01","93"
"palpagos-npc-95--185946-56870","palpagos","npcs","npc","Bamboo Grove Inhabitant","-185946.4","56870.2","","-220","-135","21","21","","","","U:U_Female_DTairikuPeople01_v01","94"
"palpagos-npc-96--312772-187810","palpagos","npcs","npc","Zoe","-312772","187810.4","","65","-412","15","15","","","","U:GrassBoss","95"
"palpagos-npc-97--181690-237584","palpagos","npcs","npc","Sweet-Smelling Hunter","-181690","237584","","173","-126","28","28","","","","U:U_Female_Ranger01_v04","96"
"palpagos-npc-98--368051-223406","palpagos","npcs","npc","Journey-Junkie Wanderer","-368051.2","223406.3","","142","-532","8","8","","","","U:U_Female_Nomad01_v03","97"
"palpagos-npc-99--229597-167703","palpagos","npcs","npc","Wannabe Depresso Islander","-229596.8","167702.8","","21","-230","26","26","","","","U:U_Male_Kigurumi01_v01","98"
"palpagos-npc-100--347066-194612","palpagos","npcs","npc","Reliable PIDF Officer","-347065.8","194612.2","","80","-486","26","26","","","","U:Police_dependable","99"
"palpagos-npc-101--345081-193384","palpagos","npcs","npc","Pal Ecological Researcher","-345081.3","193384.2","","77","-482","23","23","","","","U:U_Reward_Paldex","100"
"palpagos-npc-102--341794-194397","palpagos","npcs","npc","Veteran Hunter","-341794.5","194397","","79","-475","35","35","","","","U:U_Reward_BossDefeat","101"
"palpagos-npc-103--200930-29516","palpagos","npcs","npc","Messenger of Love","-200930","29515.9","","-280","-168","25","25","","","","U:U_Emote_location_B_02","102"
"palpagos-npc-104--228298-128234","palpagos","npcs","npc","Messenger of Love","-228298.5","128233.9","","-65","-227","31","31","","","","U:U_Emote_location_C_01","103"
"palpagos-npc-105--324920-184889","palpagos","npcs","npc","Messenger of Love","-324919.7","184888.8","","59","-438","9","9","","","","U:U_Emote_location_A_02","104"
"palpagos-npc-106--346306-191642","palpagos","npcs","npc","Arrogant Pal Critic","-346305.6","191641.6","","73","-485","24","24","","","","U:U_Reward_PalDisplay_A_01","105"
"palpagos-npc-107--219882-226270","palpagos","npcs","npc","Arrogant Pal Critic","-219882.5","226270","","149","-209","34","34","","","","U:U_Reward_PalDisplay_D_01","106"
"palpagos-npc-108--236349-190470","palpagos","npcs","npc","Arrogant Pal Critic","-236349","190469.9","","71","-245","31","31","","","","U:U_Reward_PalDisplay_C_01","107"
"palpagos-npc-109--589631--254272","palpagos","npcs","npc","Bounty Intel Dealer","-589630.6","-254272.2","","-898","-1015","61","61","","","","U:BountyNavigator_Yamijima_1","108"
"palpagos-npc-110--511240--221020","palpagos","npcs","npc","Sparkle-Seeking Wanderer","-511240","-221020","","-826","-844","60","60","","","","U:U_Female_Nomad01_v02","109"
"palpagos-npc-111--640333--203101","palpagos","npcs","npc","Messenger of Love","-640333.1","-203100.9","","-787","-1125","61","61","","","","U:U_Emote_location_I_01","110"
"palpagos-npc-112--615262--196600","palpagos","npcs","npc","Feybreak Deserter","-615261.8","-196599.8","","-773","-1071","63","63","","","","U:U_Yamishima_guide5","111"
"palpagos-npc-113--606847--482720","palpagos","npcs","npc","Rock-Obsessed Researcher","-606847.3","-482720.2","","-1396","-1052","69","69","","","","U:U_Male_Scholar01_v04","112"
"palpagos-npc-114--415871--166347","palpagos","npcs","npc","Messenger of Love","-415870.7","-166346.7","","-707","-636","41","41","","","","U:U_Emote_location_F_02","113"
"palpagos-npc-115--416565--89155","palpagos","npcs","npc","Arrogant Pal Critic","-416565.1","-89155","","-538","-638","45","45","","","","U:U_Reward_PalDisplay_F_01","114"
"palpagos-npc-116--176696-409056","palpagos","npcs","npc","Desert Runaway","-176696","409055.5","","547","-115","11","11","","","","U:PvPVillage001","115"
"palpagos-npc-117--401159-131336","palpagos","npcs","npc","Cowardly Islander","-401159","131335.8","","-58","-604","9","9","","","","U:PvPVillage005","116"
"palpagos-npc-118--402540-214670","palpagos","npcs","npc","Newbie Pal Tamer","-402540","214670","","123","-607","14","14","","","","U:U_WildlifeSanctuary_guide","117"
"palpagos-npc-119--852861--413673","palpagos","npcs","npc","Big Game Hunter","-852861.1","-413673.5","","-1245","-1588","66","66","","","","U:U_Female_Ranger01_v03","118"
"palpagos-npc-120-28816-398925","palpagos","npcs","npc","Black Marketeer","28815.8","398925.3","","525","333","54","54","","","","U:DarkTrader03","119"
"palpagos-npc-121-29076-406040","palpagos","npcs","npc","Ever-Eager Hunter","29076","406040","","540","333","48","48","","","","U:U_Female_Ranger01_v01","120"
"palpagos-npc-122--800856--500724","palpagos","npcs","npc","Cautious PIDF Officer","-800856.4","-500724.2","","-1435","-1475","67","67","","","","U:Police_WarningOilrig","121"
"palpagos-npc-123--797141-27789","palpagos","npcs","npc","Sunreach Citizen","-797140.6","27788.9","","-284","-1467","73","73","","","","U:U_Female_SorajimaPeople01","122"
"palpagos-pal-merchant-1--248788-356707","palpagos","npcs","pal-merchant","Pal Merchant","-248787.8","356707.2","","433","-272","","","","","","","0"
"palpagos-pal-merchant-2--469164--60830","palpagos","npcs","pal-merchant","Pal Merchant","-469163.8","-60830.5","","-477","-752","","","","","","","1"
"palpagos-pal-merchant-3--116506--23892","palpagos","npcs","pal-merchant","Pal Merchant","-116506","-23892","","-396","16","","","","","","","2"
"palpagos-pal-merchant-4-40444-314941","palpagos","npcs","pal-merchant","Pal Merchant","40443.8","314941.3","","342","358","","","","","","","3"
"palpagos-pal-merchant-5--344289-193935","palpagos","npcs","pal-merchant","Pal Merchant","-344289.1","193934.5","","78","-480","","","","","","","4"
"palpagos-pal-merchant-6--408341-75076","palpagos","npcs","pal-merchant","Pal Merchant","-408340.7","75075.9","","-181","-620","","","","","","","5"
"world-tree-alpha-pal-1-517450--626940","world-tree","bosses","alpha-pal","Dualith","517450","-626940","","-1710","1397","55","55","grassgolem","","","","0"
"world-tree-alpha-pal-2-520440--727175","world-tree","bosses","alpha-pal","Celesdir Noct","520440","-727175","","-1928","1404","79","79","whitedeer_dark","","","","1"
"world-tree-alpha-pal-3-526910--581728","world-tree","bosses","alpha-pal","Whalaska Ignis","526910.2","-581727.6","","-1612","1418","74","74","icenarwhal_fire","","","","2"
"world-tree-alpha-pal-4-458095--694560","world-tree","bosses","alpha-pal","Mycora","458095","-694560","","-1857","1268","78","78","mushroomlady","","","","3"
"world-tree-alpha-pal-5-571870--733420","world-tree","bosses","alpha-pal","Moldron Cryst","571870","-733420","","-1942","1516","78","78","volcanodragon_ice","","","","4"
"world-tree-alpha-pal-6-601097--572063","world-tree","bosses","alpha-pal","Renjishi","601096.8","-572063.1","","-1591","1579","78","78","kabukiman","","","","5"
"world-tree-alpha-pal-7-491581--725697","world-tree","bosses","alpha-pal","Aegidron","491580.8","-725697.1","","-1925","1341","79","79","domearmordragon","","","","6"
"world-tree-note-1-514459--502843","world-tree","collectibles","note","Note","514459.2","-502842.8","","-1440","1391","","","","","","","0"
"world-tree-note-2-498336--753630","world-tree","collectibles","note","Note","498336","-753630","","-1986","1356","","","","","","","1"
"world-tree-note-3-590640--593490","world-tree","collectibles","note","Note","590640","-593490","","-1637","1557","","","","","","","2"
"world-tree-note-4-620810--748550","world-tree","collectibles","note","Note","620810","-748550","","-1975","1622","","","","","","","3"
"world-tree-note-5-553850--730360","world-tree","collectibles","note","Note","553850","-730360","","-1935","1477","","","","","","","4"
"world-tree-note-6-538930--712660","world-tree","collectibles","note","Note","538930","-712660","","-1897","1444","","","","","","","5"
"world-tree-note-7-472840--717920","world-tree","collectibles","note","Note","472840","-717920","","-1908","1300","","","","","","","6"
"world-tree-note-8-515560--628530","world-tree","collectibles","note","Note","515560","-628530","","-1714","1393","","","","","","","7"
"world-tree-note-9-423580--737420","world-tree","collectibles","note","Note","423580","-737420","","-1951","1193","","","","","","","8"
"world-tree-skill-fruit-1-484368--664339","world-tree","collectibles","skill-fruit","Skill Fruit","484368.4","-664338.8","","-1792","1325","","","","","","","0"
"world-tree-skill-fruit-2-498427--582697","world-tree","collectibles","skill-fruit","Skill Fruit","498427.3","-582696.6","","-1614","1356","","","","","","","1"
"world-tree-skill-fruit-3-499248--730343","world-tree","collectibles","skill-fruit","Skill Fruit","499247.6","-730343.4","","-1935","1358","","","","","","","2"
"world-tree-skill-fruit-4-499030--745574","world-tree","collectibles","skill-fruit","Skill Fruit","499030","-745573.7","","-1969","1357","","","","","","","3"
"world-tree-skill-fruit-5-534349--621029","world-tree","collectibles","skill-fruit","Skill Fruit","534349.3","-621028.6","","-1697","1434","","","","","","","4"
"world-tree-skill-fruit-6-551098--670142","world-tree","collectibles","skill-fruit","Skill Fruit","551097.6","-670141.9","","-1804","1471","","","","","","","5"
"world-tree-skill-fruit-7-572300--697261","world-tree","collectibles","skill-fruit","Skill Fruit","572300","-697260.7","","-1863","1517","","","","","","","6"
"world-tree-skill-fruit-8-609405--594254","world-tree","collectibles","skill-fruit","Skill Fruit","609405.4","-594254.2","","-1639","1598","","","","","","","7"
"world-tree-skill-fruit-9-595206--643495","world-tree","collectibles","skill-fruit","Skill Fruit","595206.4","-643495.2","","-1746","1567","","","","","","","8"
"world-tree-skill-fruit-10-593432--666984","world-tree","collectibles","skill-fruit","Skill Fruit","593432.2","-666984","","-1797","1563","","","","","","","9"
"world-tree-skill-fruit-11-608703--679950","world-tree","collectibles","skill-fruit","Skill Fruit","608703.4","-679949.8","","-1826","1596","","","","","","","10"
"world-tree-skill-fruit-12-616621--754349","world-tree","collectibles","skill-fruit","Skill Fruit","616621.2","-754349.3","","-1988","1613","","","","","","","11"
"world-tree-treasure-chest-1-423850--712055","world-tree","collectibles","treasure-chest","Treasure Chest","423850","-712055","","-1896","1193","","","","","","","0"
"world-tree-treasure-chest-2-474063--634748","world-tree","collectibles","treasure-chest","Treasure Chest","474063.3","-634747.8","","-1727","1303","","","","","","","1"
"world-tree-treasure-chest-3-472194--717871","world-tree","collectibles","treasure-chest","Treasure Chest","472194","-717870.9","","-1908","1299","","","","","","","2"
"world-tree-treasure-chest-4-502309--519184","world-tree","collectibles","treasure-chest","Treasure Chest","502309.3","-519184.2","","-1475","1364","","","","","","","3"
"world-tree-treasure-chest-5-511673--512492","world-tree","collectibles","treasure-chest","Treasure Chest","511673.2","-512492.1","","-1461","1385","","","","","","","4"
"world-tree-treasure-chest-6-496662--670324","world-tree","collectibles","treasure-chest","Treasure Chest","496661.7","-670324.2","","-1805","1352","","","","","","","5"
"world-tree-treasure-chest-7-506189--709088","world-tree","collectibles","treasure-chest","Treasure Chest","506188.5","-709088.2","","-1889","1373","","","","","","","6"
"world-tree-treasure-chest-8-508076--732942","world-tree","collectibles","treasure-chest","Treasure Chest","508075.8","-732942.2","","-1941","1377","","","","","","","7"
"world-tree-treasure-chest-9-508614--718768","world-tree","collectibles","treasure-chest","Treasure Chest","508614.3","-718768.2","","-1910","1378","","","","","","","8"
"world-tree-treasure-chest-10-496335--729094","world-tree","collectibles","treasure-chest","Treasure Chest","496335.3","-729093.8","","-1933","1351","","","","","","","9"
"world-tree-treasure-chest-11-500717--743366","world-tree","collectibles","treasure-chest","Treasure Chest","500717.1","-743366.2","","-1964","1361","","","","","","","10"
"world-tree-treasure-chest-12-520418--543811","world-tree","collectibles","treasure-chest","Treasure Chest","520417.9","-543810.7","","-1529","1404","","","","","","","11"
"world-tree-treasure-chest-13-512798--557857","world-tree","collectibles","treasure-chest","Treasure Chest","512797.7","-557857.1","","-1560","1387","","","","","","","12"
"world-tree-treasure-chest-14-520420--579178","world-tree","collectibles","treasure-chest","Treasure Chest","520420","-579178","","-1606","1404","","","","","","","13"
"world-tree-treasure-chest-15-521587--577015","world-tree","collectibles","treasure-chest","Treasure Chest","521586.8","-577014.8","","-1601","1406","","","","","","","14"
"world-tree-treasure-chest-16-512616--580487","world-tree","collectibles","treasure-chest","Treasure Chest","512615.9","-580487.2","","-1609","1387","","","","","","","15"
"world-tree-treasure-chest-17-515787--682838","world-tree","collectibles","treasure-chest","Treasure Chest","515786.8","-682838.4","","-1832","1394","","","","","","","16"
"world-tree-treasure-chest-18-513679--712052","world-tree","collectibles","treasure-chest","Treasure Chest","513679.2","-712052.5","","-1896","1389","","","","","","","17"
"world-tree-treasure-chest-19-519572--699135","world-tree","collectibles","treasure-chest","Treasure Chest","519571.8","-699134.8","","-1867","1402","","","","","","","18"
"world-tree-treasure-chest-20-514735--704481","world-tree","collectibles","treasure-chest","Treasure Chest","514735.1","-704481.2","","-1879","1391","","","","","","","19"
"world-tree-treasure-chest-21-535027--732625","world-tree","collectibles","treasure-chest","Treasure Chest","535027","-732624.6","","-1940","1436","","","","","","","20"
"world-tree-treasure-chest-22-521181--719845","world-tree","collectibles","treasure-chest","Treasure Chest","521180.7","-719845","","-1913","1405","","","","","","","21"
"world-tree-treasure-chest-23-516442--718754","world-tree","collectibles","treasure-chest","Treasure Chest","516442.3","-718753.9","","-1910","1395","","","","","","","22"
"world-tree-treasure-chest-24-540398--612983","world-tree","collectibles","treasure-chest","Treasure Chest","540398.1","-612983.1","","-1680","1447","","","","","","","23"
"world-tree-treasure-chest-25-539641--608413","world-tree","collectibles","treasure-chest","Treasure Chest","539640.6","-608412.6","","-1670","1446","","","","","","","24"
"world-tree-treasure-chest-26-556524--689749","world-tree","collectibles","treasure-chest","Treasure Chest","556524.4","-689748.6","","-1847","1482","","","","","","","25"
"world-tree-treasure-chest-27-555691--730301","world-tree","collectibles","treasure-chest","Treasure Chest","555690.9","-730300.7","","-1935","1481","","","","","","","26"
"world-tree-treasure-chest-28-577152--552221","world-tree","collectibles","treasure-chest","Treasure Chest","577151.8","-552220.6","","-1547","1527","","","","","","","27"
"world-tree-treasure-chest-29-568034--611729","world-tree","collectibles","treasure-chest","Treasure Chest","568034.4","-611729.4","","-1677","1507","","","","","","","28"
"world-tree-treasure-chest-30-568059--753380","world-tree","collectibles","treasure-chest","Treasure Chest","568058.6","-753379.6","","-1986","1508","","","","","","","29"
"world-tree-treasure-chest-31-604791--575134","world-tree","collectibles","treasure-chest","Treasure Chest","604791.3","-575133.7","","-1597","1588","","","","","","","30"
"world-tree-treasure-chest-32-603985--612801","world-tree","collectibles","treasure-chest","Treasure Chest","603985.1","-612801.3","","-1679","1586","","","","","","","31"
"world-tree-treasure-chest-33-602217--684587","world-tree","collectibles","treasure-chest","Treasure Chest","602217.2","-684587.5","","-1836","1582","","","","","","","32"
"world-tree-treasure-chest-34-591271--709843","world-tree","collectibles","treasure-chest","Treasure Chest","591270.6","-709842.9","","-1891","1558","","","","","","","33"
"world-tree-treasure-chest-35-608668--705040","world-tree","collectibles","treasure-chest","Treasure Chest","608668.2","-705040.3","","-1880","1596","","","","","","","34"
"world-tree-treasure-chest-36-617994--636354","world-tree","collectibles","treasure-chest","Treasure Chest","617994","-636353.8","","-1731","1616","","","","","","","35"
"world-tree-treasure-chest-37-624230--753370","world-tree","collectibles","treasure-chest","Treasure Chest","624230","-753370","","-1986","1630","","","","","","","36"
"world-tree-treasure-chest-38-621480--746535","world-tree","collectibles","treasure-chest","Treasure Chest","621480","-746535","","-1971","1624","","","","","","","37"
"world-tree-effigy-1-512130--525350","world-tree","effigies","effigy","Lifmunk Effigy","512130","-525350","","-1489","1386","","","carbunclo","carbunclo","","","0"
"world-tree-effigy-2-504520--560010","world-tree","effigies","effigy","Lifmunk Effigy","504520","-560010","","-1564","1369","","","carbunclo","carbunclo","","","1"
"world-tree-effigy-3-487040--582320","world-tree","effigies","effigy","Lifmunk Effigy","487040","-582320","","-1613","1331","","","carbunclo","carbunclo","","","2"
"world-tree-effigy-4-497090--647840","world-tree","effigies","effigy","Lifmunk Effigy","497090","-647840","","-1756","1353","","","carbunclo","carbunclo","","","3"
"world-tree-effigy-5-472460--651270","world-tree","effigies","effigy","Lifmunk Effigy","472460","-651270","","-1763","1299","","","carbunclo","carbunclo","","","4"
"world-tree-effigy-6-442000--692300","world-tree","effigies","effigy","Lifmunk Effigy","442000","-692300","","-1853","1233","","","carbunclo","carbunclo","","","5"
"world-tree-effigy-7-407710--742460","world-tree","effigies","effigy","Lifmunk Effigy","407710","-742460","","-1962","1158","","","carbunclo","carbunclo","","","6"
"world-tree-effigy-8-476170--724450","world-tree","effigies","effigy","Lifmunk Effigy","476170","-724450","","-1923","1307","","","carbunclo","carbunclo","","","7"
"world-tree-effigy-9-495450--710690","world-tree","effigies","effigy","Lifmunk Effigy","495450","-710690","","-1893","1349","","","carbunclo","carbunclo","","","8"
"world-tree-effigy-10-534460--731820","world-tree","effigies","effigy","Lifmunk Effigy","534460","-731820","","-1939","1434","","","carbunclo","carbunclo","","","9"
"world-tree-effigy-11-513620--692960","world-tree","effigies","effigy","Lifmunk Effigy","513620","-692960","","-1854","1389","","","carbunclo","carbunclo","","","10"
"world-tree-effigy-12-596763--729617","world-tree","effigies","effigy","Lifmunk Effigy","596763.3","-729617.1","","-1934","1570","","","carbunclo","carbunclo","","","11"
"world-tree-effigy-13-566754--571127","world-tree","effigies","effigy","Lifmunk Effigy","566753.9","-571127.4","","-1589","1505","","","carbunclo","carbunclo","","","12"
"world-tree-effigy-14-583720--599440","world-tree","effigies","effigy","Lifmunk Effigy","583720","-599440","","-1650","1542","","","carbunclo","carbunclo","","","13"
"world-tree-effigy-15-610150--626490","world-tree","effigies","effigy","Lifmunk Effigy","610150","-626490","","-1709","1599","","","carbunclo","carbunclo","","","14"
"world-tree-effigy-16-615960--734870","world-tree","effigies","effigy","Yakumo Effigy","615960","-734870","","-1945","1612","","","guardiandog","guardiandog","","","15"
"world-tree-effigy-17-501830--718800","world-tree","effigies","effigy","Yakumo Effigy","501830","-718800","","-1910","1363","","","guardiandog","guardiandog","","","16"
"world-tree-effigy-18-613210--682200","world-tree","effigies","effigy","Cattiva Effigy","613210","-682200","","-1831","1606","","","pinkcat","pinkcat","","","17"
"world-tree-effigy-19-628840--734890","world-tree","effigies","effigy","Cattiva Effigy","628840","-734890","","-1945","1640","","","pinkcat","pinkcat","","","18"
"world-tree-effigy-20-547190--627000","world-tree","effigies","effigy","Cattiva Effigy","547190","-627000","","-1710","1462","","","pinkcat","pinkcat","","","19"
"world-tree-effigy-21-596020--684650","world-tree","effigies","effigy","Cattiva Effigy","596020","-684650","","-1836","1568","","","pinkcat","pinkcat","","","20"
"world-tree-effigy-22-595450--654580","world-tree","effigies","effigy","Cattiva Effigy","595450","-654580","","-1770","1567","","","pinkcat","pinkcat","","","21"
"world-tree-effigy-23-583460--626300","world-tree","effigies","effigy","Cattiva Effigy","583460","-626300","","-1709","1541","","","pinkcat","pinkcat","","","22"
"world-tree-effigy-24-569300--609230","world-tree","effigies","effigy","Cattiva Effigy","569300","-609230","","-1672","1510","","","pinkcat","pinkcat","","","23"
"world-tree-effigy-25-572700--578520","world-tree","effigies","effigy","Cattiva Effigy","572700","-578520","","-1605","1518","","","pinkcat","pinkcat","","","24"
"world-tree-effigy-26-571460--551830","world-tree","effigies","effigy","Cattiva Effigy","571460","-551830","","-1546","1515","","","pinkcat","pinkcat","","","25"
"world-tree-effigy-27-583580--588460","world-tree","effigies","effigy","Cattiva Effigy","583580","-588460","","-1626","1541","","","pinkcat","pinkcat","","","26"
"world-tree-effigy-28-602090--567400","world-tree","effigies","effigy","Cattiva Effigy","602090","-567400","","-1580","1582","","","pinkcat","pinkcat","","","27"
"world-tree-effigy-29-522170--673612","world-tree","effigies","effigy","Cattiva Effigy","522170","-673611.8","","-1812","1408","","","pinkcat","pinkcat","","","28"
"world-tree-effigy-30-487480--667780","world-tree","effigies","effigy","Cattiva Effigy","487480","-667780","","-1799","1332","","","pinkcat","pinkcat","","","29"
"world-tree-effigy-31-544880--594820","world-tree","effigies","effigy","Cattiva Effigy","544880","-594820","","-1640","1457","","","pinkcat","pinkcat","","","30"
"world-tree-effigy-32-511550--509510","world-tree","effigies","effigy","Cattiva Effigy","511550","-509510","","-1454","1384","","","pinkcat","pinkcat","","","31"
"world-tree-effigy-33-485810--581270","world-tree","effigies","effigy","Cattiva Effigy","485810","-581270","","-1611","1328","","","pinkcat","pinkcat","","","32"
"world-tree-effigy-34-507780--594760","world-tree","effigies","effigy","Cattiva Effigy","507780","-594760","","-1640","1376","","","pinkcat","pinkcat","","","33"
"world-tree-effigy-35-498510--602090","world-tree","effigies","effigy","Cattiva Effigy","498510","-602090","","-1656","1356","","","pinkcat","pinkcat","","","34"
"world-tree-effigy-36-493160--596380","world-tree","effigies","effigy","Cattiva Effigy","493160","-596380","","-1644","1344","","","pinkcat","pinkcat","","","35"
"world-tree-effigy-37-534010--623630","world-tree","effigies","effigy","Cattiva Effigy","534010","-623630","","-1703","1433","","","pinkcat","pinkcat","","","36"
"world-tree-effigy-38-476870--675760","world-tree","effigies","effigy","Cattiva Effigy","476870","-675760","","-1816","1309","","","pinkcat","pinkcat","","","37"
"world-tree-effigy-39-404510--727990","world-tree","effigies","effigy","Cattiva Effigy","404510","-727990","","-1930","1151","","","pinkcat","pinkcat","","","38"
"world-tree-effigy-40-446020--739140","world-tree","effigies","effigy","Cattiva Effigy","446020","-739140","","-1955","1242","","","pinkcat","pinkcat","","","39"
"world-tree-effigy-41-487060--745540","world-tree","effigies","effigy","Cattiva Effigy","487060","-745540","","-1968","1331","","","pinkcat","pinkcat","","","40"
